Word,ValenceMean,ValenceSD,%ValenceRaters ,ArousalMean,ArousalSD,%ArousalRaters
tabú,3.35,1.35,100,6.5,1.57,100
taburete,5.49,1.02,97.5,4.03,1.44,100
tacha,4.44,1.2,90,5.27,1.58,75
tácito,5,1.52,70,4.75,1.54,60
taciturno,4.08,2.1,65,5,1.46,90
taco,5.15,0.93,100,5.35,1.04,100
tacón,5.8,1.88,100,6.2,1.74,100
táctica,5.7,1.17,100,6.1,1.41,100
táctil,6.65,1.9,100,4.75,1.25,100
tacto,6.6,1.64,100,5.2,2.35,100
taekwondo,6.1,1.45,100,5.26,1.85,95
tafetán*,5.5,0.76,40,3.33,1.63,30
taichí,5.55,1.23,100,3.5,2.14,100
taifa,5.13,0.64,75,5.27,1.1,55
tailandés,5.25,0.44,100,5.35,0.88,100
taiwanés,5.22,0.55,90,5.16,1.3,95
tajante,4.2,1.01,100,5.95,1.79,100
tajo,4.58,1.3,95,5.6,1.76,100
tal,5.11,0.46,95,4.95,0.69,100
tala,3.42,0.84,95,5.65,1.35,100
taladrador,3.8,1.2,100,7,1.62,100
taladradora,4.7,1.22,100,6.25,1.62,100
taladro,3.75,1.41,100,5.7,2.3,100
talante,6,1.46,90,5.25,1.29,100
talento,7.93,1.23,100,5.98,2.06,100
talentoso,7.8,1.24,100,5.6,1.67,100
talibán,3.2,1.67,100,6.7,1.89,100
talismán,6.7,1.59,100,5.4,2.09,100
talla,4.65,1.18,100,5.15,1.76,100
talle,5.33,0.91,90,4.7,1.34,100
taller,4.95,0.83,100,5.2,1.28,100
tallo,5.95,1.5,100,4.8,0.62,100
talón,5.05,0.94,100,5.25,0.85,100
tamagochi,6.35,1.53,100,5.68,1.83,95
tamaño,4.95,0.51,100,5.5,1.64,100
también,5.5,1,100,5.37,0.68,95
tambor,5.7,1.49,100,6.1,2.22,100
tambores,5.7,1.53,100,6.25,2.34,100
tamboril,5.4,1.19,100,5.37,1.92,95
tampoco,4.35,0.99,100,5.3,1.17,100
tan,5.05,0.4,95,5.06,1.95,85
tanatorio,1.2,0.41,100,6,2.55,100
tanda,5.26,0.81,95,4.95,1.39,100
tanga,5.9,1.77,100,6.05,1.23,100
tangente,4.85,0.88,100,5.1,1.45,100
tangible,6.21,1.27,95,4.55,1.39,100
tango,6.3,1.59,100,5.4,2.11,100
tanque,3.1,1.74,100,6.5,1.85,100
tanteo,5.9,1.21,100,5.85,1.09,100
tanto,5.6,1.1,100,5.75,1.07,100
tapa,5.5,1.32,100,4.6,1.27,100
tapadera,4.55,1.15,100,5.25,1.16,100
tapar,4.65,1.04,100,5.15,1.31,100
tapete,5.63,1.12,95,4.47,1.84,95
tapia,4.72,1.32,90,4.65,1.69,85
tapiz,5.5,0.76,100,4.1,1.86,100
tapón,5.05,0.39,100,4.8,1.2,100
taquilla,6.05,1.43,100,4.5,1.73,100
taquillón,5.82,1.24,85,5.33,1.37,90
tarántula,3.45,1.99,100,6.75,1.29,100
tarda,3.47,1.35,95,5.63,1.26,95
tardanza,3.7,0.98,100,6.15,1.84,100
tardar,3.15,1.63,100,6.55,1.36,100
tarde,4.75,1.65,100,3.9,1.8,100
tardía,3.45,1.15,100,5.7,1.3,100
tarea,4.65,1.04,100,5.65,1.73,100
tarifa,4.6,1.5,100,5.9,1.12,100
tarima,5.85,1.5,100,5.55,1.67,100
tarjeta,5.75,1.21,100,5.85,1.31,100
tarta,7.7,1.08,100,4.85,2.18,100
tartera,6,1.03,90,4.56,0.98,90
tasa,4.55,0.83,100,5.05,1.36,100
tata,6.69,1.49,65,4.42,2.39,95
tatarabuela,6.15,1.23,100,4.35,2.06,100
tatarabuelo,7,1.95,100,4.2,1.7,100
tataranieto,5.95,1.39,95,4.65,1.42,100
tatuaje,6.5,1.28,100,6.5,1.4,100
taurino,3.5,1.57,100,6,1.65,100
taxi,5.35,1.29,100,4.95,1.57,100
taxista,4.9,0.31,100,5.35,1.14,100
taxonomía,5,0.59,90,5.47,1.51,75
taxonómica,4.56,0.81,80,4.89,1.64,90
taza,6,1.12,100,3.3,1.78,100
té,6.1,1.41,100,3.45,1.76,100
tea,5.73,1.49,55,4.62,1.45,65
teatral,6.4,1.43,100,5.45,1.36,100
teatro,7.25,1.21,100,4.3,2.13,100
tebeo,5.95,1.61,100,4.11,1.28,90
techo,5.95,2.16,100,4.35,1.35,100
techumbre,4.47,1.13,75,4.7,1.49,50
tecla,5.15,0.49,100,4.85,0.49,100
teclado,5.7,1.03,100,5,1.03,100
técnica,5.2,0.7,100,4.75,1.12,100
técnico,5.15,0.99,100,4.65,1.31,100
tecno,4.7,1.59,100,5.65,1.69,100
tecnología,6.2,1.4,100,5.4,0.99,100
tecnológicas,6.4,1.73,100,5.8,0.95,100
tecnológico,6,1.41,100,5.2,1.82,100
tedio,4.08,0.95,65,3.69,1.97,65
teja,5.3,0.73,100,4.4,1.05,100
tejado,5.65,1.46,100,4.55,1.32,100
tejano,5.3,1.13,100,4.6,0.94,100
tejer,6.15,1.35,100,4.75,1.45,100
tejido,5.25,0.72,100,4.55,1.1,100
tejo,5.37,0.68,95,4.5,1.56,70
tejón,5.21,1.13,95,5.4,1.23,100
tela,5.75,0.87,100,4.25,1.65,100
telar,5.15,0.67,100,4.21,1.58,95
tele,5.85,0.99,100,4.95,2.04,100
telecomunicación,5.75,1.33,100,5.65,1.23,100
teleférico,5.9,2.05,100,6.39,1.46,90
telefonear,6.15,1.14,100,5.7,0.92,100
telefonía,5.1,1.41,100,5.05,1.54,100
telefónica,5.1,0.91,100,5,1.75,100
telefonista,4.5,1.15,100,5.2,1.64,100
teléfono,6.05,1.1,100,5.35,1.31,100
telégrafo,5.2,1.2,100,4.9,1.48,100
telegrama,5.3,0.8,100,4.95,0.89,100
telenovela,4.65,1.31,100,4.65,1.66,100
telepatía,5.89,1.05,95,5.05,1.47,100
telescopio,6.3,1.3,100,4.8,1.24,100
teleserie,6.45,1.54,100,4.53,1.39,95
teletexto,4.8,1.36,100,4.85,1.5,100
televisión,5.8,2.04,100,4.9,1.48,100
televisiva,5.35,0.93,100,5.2,1.61,100
televisor,6.4,0.88,100,4.75,1.12,100
telón,5.9,1.07,100,4.85,1.42,100
telurio*,4.63,1.51,40,4.55,1.04,55
tema,5.3,0.8,100,4.3,1.56,100
temática,5.4,0.88,100,5.1,0.85,100
temblar,3.35,1.09,100,6.3,1.59,100
temblor,2.95,1.76,100,6.8,1.4,100
temblorosa,3.2,1.2,100,6.25,1.21,100
temer,2.55,1.15,100,7.2,1.11,100
temerario,3.8,2.09,100,7.3,1.3,100
temeridad,3.25,1.16,100,6.83,1.79,90
temeroso,2.7,1.36,100,7.3,1.18,100
temible,3.15,1.84,100,6.75,1.25,100
temor,2.65,1.25,100,7.58,1.06,100
temperamental,5,1.63,100,6.65,1.29,100
temperamento,4.9,1.33,100,6.6,0.99,100
temperatura,5.4,0.94,100,6.25,1.65,100
tempestad,3.6,1.43,100,7.4,1.79,100
templanza,6.8,1.47,100,2.95,1.19,100
temple,6.18,1.29,85,3.88,1.96,85
templo,5.35,1.18,100,4.1,2.1,100
tempo,5.63,1.02,80,3.88,1.65,85
temporada,5.4,0.94,100,5.2,0.89,100
temporal,5.05,1.28,100,4.65,1.6,100
temporalidad,5.05,0.76,100,5.5,0.83,100
temprana,4.65,0.99,100,4.6,1.23,100
temprano,5.65,1.81,100,4.55,2.16,100
tenacidad,6.05,1.32,100,5.55,1.67,100
tenaz,5.95,1.9,100,6.05,1.32,100
tenaza,4.8,0.62,100,5.85,1.27,100
tendencia,5.9,0.85,100,4.9,1.29,100
tendente,5.13,0.74,75,5,1.26,80
tender,5.2,1.67,100,4.7,1.22,100
tendero,4.85,0.67,100,4.3,1.38,100
tendinitis,2.65,1.18,100,6.65,1.35,100
tendón,4.6,0.75,100,5.6,1.39,100
tendré,5.65,1.76,100,5.85,0.88,100
tendría,5.1,0.85,100,5.45,1.1,100
tenebroso,3.15,1.57,100,6.95,1.39,95
tenedor,5,0.79,100,4.35,1.14,100
tenencia,5.47,0.8,85,4.94,1.34,85
tener,6.7,1.42,100,4.8,1.67,100
tenga,5.4,0.94,100,5.21,0.54,95
tengo,5.85,1.04,100,4.6,1.27,100
tenia,3.65,1.5,100,5.83,1.62,90
tenida,5.06,0.44,80,5.07,0.26,75
teniente,4.3,0.8,100,6,1.49,100
tenis,5.9,1.26,100,5.38,1.94,100
tenista,5.2,0.77,100,4.9,1.21,100
tenor,5.47,1.02,95,4.9,1.62,100
tensa,3.35,1.27,100,6.65,1.18,100
tensión,3.4,1.57,100,7.1,1.55,100
tenso,3.18,1.32,100,7.15,1.33,100
tensor,4,1.45,100,5.6,1.23,100
tentación,5.2,1.61,100,6.35,1.66,100
tentador,6.5,1.88,100,6.8,1.4,100
tentar,5.85,1.57,100,6.5,1.43,100
tentativa,4.84,1.71,95,6.5,1.1,100
tente*,5.44,0.73,45,4.36,1.28,70
tentempié,7.55,1.1,100,4.3,1.56,100
tenue,6,1.17,100,3.39,1.75,95
teología,4.5,1.1,100,6,1.56,95
teológica,4.9,1.74,100,5.2,1.2,100
teólogo,4.55,1.15,100,4.15,1.79,100
teorema,4.85,0.93,100,5.3,1.22,100
teoría,5.3,1.2,100,4.48,1.65,100
teórico,5.25,1.41,100,4.9,1.45,100
tequila,5.65,1.57,100,6.8,1.67,100
terapeuta,5.8,1.58,100,4.6,1.93,100
terapéutica,6,1.21,100,4.85,1.93,100
terapia,6.15,1.46,100,3.75,2.1,100
tercer,5.15,0.99,100,5,1.12,100
terciario,4.85,0.59,100,4.75,1.45,100
tercio,5.7,1.3,100,4.7,1.42,100
terciopelo,7.2,1.32,100,3.75,1.8,100
terco,3.3,1.3,100,6.05,0.91,95
térmico,5.9,1.33,100,3.9,1.45,100
terminación,4.85,0.93,100,4.8,2.04,100
terminal,3.1,1.94,100,5.35,1.69,100
terminante,3.4,1.5,100,5.53,1.74,95
terminar,6,2.05,100,5.55,2.58,100
término,5.35,0.93,100,4.85,0.75,100
terminología,5.15,1.04,100,4.45,1.36,100
termita,3.83,1.26,100,5.5,2.21,100
termómetro,4.28,1.13,100,5.33,1.4,100
terna*,4.57,1.62,35,4.11,1.76,45
ternera,6.1,1.12,100,5.45,1.61,100
ternero,6.2,1.11,100,4.6,1.85,100
ternura,8.05,0.89,100,2.8,1.96,100
terra,5.56,1.25,90,5.11,0.9,90
terraplén,4.06,1.73,90,6.2,1.67,100
terrateniente,4.55,1.36,100,5.55,1.43,100
terraza,6.7,1.45,100,4.9,2.1,100
terremoto,2.11,1.24,95,7.85,1.18,100
terremotos,2,0.92,100,7.75,1.12,100
terrenal,5,1,95,5.25,1.52,100
terreno,5.4,0.68,100,4.2,1.11,100
terrestre,5.75,1.02,100,4.4,1.1,100
terrible,2.5,1.15,100,7.1,1.86,100
territorial,4.65,1.57,100,5.9,1.52,100
territorio,5.3,1.26,100,5,1.49,100
terrón,5.21,0.85,95,5.05,1.35,95
terror,2.35,1.53,100,7.95,1,100
terrorífico,2.85,2.13,100,7.65,1.66,100
terrorismo,1.6,0.82,100,7.55,1.9,100
terrorista,1.5,0.88,100,7.6,1.39,100
tertulia,5.6,1.6,100,4.5,1.96,100
tesina*,5,0.76,40,5.75,0.97,60
tesitura,5.05,1.88,100,5.67,1.64,90
tesón,6.53,1.74,95,5,1.89,95
tesorería,5.1,1.62,100,4.85,1.35,100
tesorero,4.45,1.05,100,5.65,0.99,100
tesoro,7.3,1.17,100,6.3,1.95,100
test,5.3,1.38,100,5.95,1.43,100
testamento,3.2,1.47,100,5.6,1.88,100
testarudo,4.05,1.47,100,6.5,1.64,100
testículos,5.75,1.21,100,6.1,1.52,100
testigo,4.7,1.34,100,5.4,1.85,100
testimonial,5.25,1.12,100,5.5,0.89,100
testimonio,4.95,0.89,100,5.35,1.14,100
testosterona,5.6,1.14,100,6.95,1.28,100
tetas,6.2,1.44,100,6.2,1.74,100
tetris,6.15,1.14,100,5.15,1.39,100
text,5.16,0.6,95,5.38,1.36,80
textil,6,1.38,100,4.95,1.1,100
texto,5.05,1.15,100,4.85,1.18,100
textual,5.21,0.79,95,4.45,1.36,100
textura,5.9,1.25,100,4.2,1.77,100
tez,5.41,0.8,85,4.87,2.03,75
thriller,6.06,1.51,90,6.45,1.64,100
tí,5.71,1.21,85,4.89,1.13,90
tía,6.6,1.73,100,4.75,1.52,100
tibetano,6,1.33,90,4.1,2.02,100
tibia,5.75,1.55,100,4.37,1.57,95
tibieza,5.27,1.71,75,4.47,2.17,75
tiburón,3.6,1.76,100,7.6,1.19,100
tiempo,5.85,1.79,100,5.38,1.69,100
tienda,5.9,1.25,100,4.8,1.58,100
tientas,4.78,1.11,90,5.26,1.52,95
tierna,7.15,1.23,100,3,2.1,100
tierno,7.88,1.07,100,3.03,2.17,100
tierra,6.25,1.43,100,4.2,1.95,100
tieso,3.98,1.62,100,5.68,1.33,100
tifus,2.53,1.35,95,6.81,1.17,80
tigre,5.4,1.9,100,7.5,1.1,100
tijera,4.8,1.11,100,5.8,1.06,100
tijeras,4.75,0.93,100,5.28,1.52,100
tijereta,3.5,1.4,100,6.25,1.29,100
tila,6,1.12,100,2.05,1.1,100
tilde,5.3,1.26,100,4.45,1.76,100
tilo*,5,0.5,45,4.22,1.39,45
timar,2.55,1.79,100,6.8,1.32,100
timbal,6.11,1.37,95,5.7,1.63,100
timbre,5.35,0.99,100,6.4,1.67,100
timidez,3.5,1.32,100,3.7,1.69,100
tímido,4.48,1.66,100,4.48,2.05,100
timo,2.65,1.35,100,6.8,1.44,100
timón,6,0.97,100,5.1,1.52,100
tímpano,5.55,1.05,100,4.55,1.93,100
tina,5.08,0.51,60,3.92,1.61,65
tiña,3.94,1.65,80,5.44,0.96,80
tinción,4.87,0.92,75,4.94,1.16,90
tino*,5.33,0.71,45,4.09,1.51,55
tinta,5.4,0.74,100,4.35,1.6,100
tinte,5.6,1.14,100,4.8,1.36,100
tintero,5.6,1.14,100,4.55,1.36,100
tinto,6.6,1.98,100,6,1.59,100
tío,6.95,1.32,100,5.6,1.96,100
tipi*,6.25,0.96,20,4.83,0.98,30
típico,4.85,1.35,100,4,1.62,100
tipo,5.1,0.72,100,4.35,1.46,100
tipografía,5.3,1.03,100,4.5,1.28,100
tipología,5.35,0.93,100,4.75,0.79,100
tirachinas,5.2,0.89,100,5.75,1.07,100
tirador,3.68,1.29,95,6.35,0.99,100
tirafondos,4.93,0.26,75,5.59,0.87,85
tiranía,2.6,1.19,100,7.2,1.4,100
tirano,2.7,1.45,100,6.58,1.26,95
tirante,4.6,1.35,100,5.55,1.23,100
tirar,4.1,1.29,100,5.2,1.85,100
tiro,2.7,1.3,100,7.05,1.88,100
tiroiditis,2.95,1.39,95,6.17,1.89,90
tirón,3.85,1.14,100,6,1.41,100
tiroteo,2.2,1.06,100,7.75,1.68,100
titanio,5.1,0.91,100,4.65,1.31,100
títere,4.95,1.79,100,5.6,1.27,100
titulación,7.35,1.53,100,5.35,2.54,100
titular,5.8,1.44,100,5.5,1.05,100
titularidad,6.8,1.51,100,5.1,1.52,100
titulo,6.45,1.64,100,4.9,1.89,100
título,5.75,1.45,100,5.25,1.29,100
tiza,5.35,1.18,100,4.4,1.27,100
toalla,5.8,1.15,100,4.4,1.31,100
tobillo,5.05,0.75,100,4.93,1.16,100
tobogán,6.9,1.41,100,5.58,2.05,100
tocador,6.05,1.36,100,4.85,1.53,100
tocante,5.06,0.66,85,5.5,1.38,90
tocar,6.55,1.47,100,5.75,1.62,100
tocino,5,1.81,100,5.05,1.32,100
toco,5.05,1.13,95,4.95,2.33,100
toda,6.45,1.28,100,4.75,1.25,100
todavía,5.05,1.23,100,4.95,1,100
todo,6.95,1.39,100,5.25,1.97,100
todopoderoso,4.8,1.54,100,5.6,1.6,100
todoterreno,6.4,1.27,100,5.45,1.5,100
toga,4.75,1.12,100,5.1,1.89,100
toldo,5.2,0.77,100,4.45,1,100
tolerable,5.95,1.1,100,4.45,2.06,100
tolerancia,7.05,1.67,100,4.1,1.94,100
tolerante,6.95,1.2,100,4.1,2.1,100
tolerar,6.3,1.53,100,4.55,1.9,100
toma,4.9,0.31,100,5.05,0.69,100
tomahawk*,5.25,2.22,20,5.67,1.15,15
tomar,5.6,0.82,100,5.1,0.45,100
tomate,6.3,1.59,100,4.8,1.44,100
tomillo,6.2,1.54,100,3.85,1.31,100
tomo,4.7,1.13,100,4.53,0.96,95
tonada,5.33,0.69,45,4.71,1.38,35
tonal,5.08,0.9,60,4.64,0.74,70
tonalidad,6.1,1.25,100,4.55,1.23,100
tonel,4.8,0.95,100,4.95,0.89,100
tonelada,4.45,1.05,100,5.25,2.1,100
tonelaje,4.94,0.24,90,5.45,0.83,100
tónica,5.75,1.16,100,4.6,1.93,100
tono,5.65,0.93,100,5.3,1.72,100
tontería,5.25,1.61,100,5.6,1.52,100
tonto,3.18,1.58,100,5.93,1.27,100
top,6.25,1.52,100,5.3,2.13,100
topacio,5.28,1.49,90,4.73,1.28,75
topar,3.7,1.26,100,5.26,2.05,95
tope,4.15,1.23,100,5.2,1.32,100
tópico,4.75,1.21,100,4.95,1.05,100
topo,4.85,1.18,100,4.9,1.12,100
topografía,5.05,0.22,100,4.32,1.34,95
topología,5.42,1.17,95,4.95,1.43,100
toponimia*,5.17,0.41,30,4.73,1.27,55
topónimo,4.91,0.3,55,4.83,1.4,60
toque,5.35,0.59,100,5.35,1.27,100
torácica,4.95,0.39,100,5.6,0.99,100
tórax,4.95,0.6,100,5.25,1.21,100
torbellino,4.8,1.77,100,6.5,1.28,100
torcer,4.4,1.05,100,6.1,1.12,100
tordo*,5.22,1.09,45,4.38,1.66,65
torear,2.89,2.02,95,7.05,1.1,100
toreo,2.55,1.9,100,5.95,1.76,100
torero,2.8,1.51,100,6.35,1.93,100
tormenta,4.23,2.2,100,6.53,1.89,100
tormento,3.15,1.95,100,6.35,1.6,100
tormentoso,3.1,1.83,100,6.65,1.53,100
torna,4.89,0.58,90,5,0.34,90
tornado,3.15,2.2,100,7.3,1.64,100
tornar,4.95,0.51,100,5.05,0.69,100
torneo,5.47,0.77,95,6.45,1.64,100
tornillo,5.05,0.69,100,4.35,1.27,100
torno,5,0.73,100,5.11,0.83,90
toro,4.3,1.98,100,6,1.78,100
torpe,3.55,1.34,100,6.15,1.39,100
torpedo,3.9,1.29,100,6.65,1.5,100
torpeza,3.65,1.6,100,6,1.17,100
torre,5.6,1.35,100,5.08,1.42,100
torrente,4.35,1.46,100,6.15,1.42,100
torreón,5.21,0.79,95,5.37,1.3,95
torreta,4.82,1.13,85,4.8,1.4,100
torsión,4.65,0.93,85,5.83,1.54,90
torso,5.8,1.28,100,5.3,1.03,100
torta,5.1,1.55,100,5.5,1.36,100
tortilla,6.25,1.37,100,4.1,1.94,100
tórtola,5.56,0.86,90,4.4,1.6,100
tortuga,6.75,1.65,100,3.55,2.46,100
tortura,1.8,1.3,100,7.75,1.28,100
torturar,1.8,1.11,100,8.2,1.06,100
tos,2.95,1.1,100,6.8,1.06,100
tosca,4.87,0.83,75,5.13,1.45,80
tosferina*,3.25,1.16,40,6.4,1.95,25
tostado,5.5,1.43,100,5.15,1.09,100
tostador,6.3,1.72,100,4.35,1.35,100
tostadora,5.9,1.37,100,4.5,1.28,100
total,5.5,1.43,100,5.9,1.37,100
totalidad,5.6,1.05,100,5.35,1.39,100
totalitario,3,1.69,100,5.85,2.16,100
totalitarismo,3.56,1.85,90,5.9,1.71,100
tour,6.45,1.76,100,5.53,1.58,95
toxicidad,2.4,0.94,100,7,1.33,95
tóxico,2.45,1.2,100,7.25,1.25,100
traba,3.41,1.28,85,6.05,1.05,100
trabajador,6.65,1.42,100,6.2,1.54,100
trabajadora,7.85,1.23,100,4.55,2.44,100
trabajar,6.8,1.77,100,5.75,2.02,100
trabajo,6.2,1.77,100,6.05,1.85,100
trabajoso,4.6,2.01,100,6.2,1.79,100
trabar,3.85,0.99,100,5.78,1.66,90
trabuco,4.11,1.59,95,5.83,1.47,90
tracción,5.26,1.45,95,5.3,0.86,100
tracto,4.85,0.75,100,5.5,1.32,100
tractor,5.2,0.62,100,5.1,1.37,100
tradición,6.25,1.94,100,4.95,1.32,100
tradicional,5.2,2.12,100,4.3,1.38,100
traducción,5.3,0.98,100,5.2,0.83,100
traducir,5.4,1.14,100,4.6,1.54,100
traductor,5.6,0.75,100,4.85,1.87,100
traductora,5.8,1.2,100,4.5,1.43,100
trae,5.4,1.1,100,4.65,1.27,100
traer,5.75,1.45,100,5.4,0.94,100
traeré,5.7,1.08,100,4.6,1.57,100
traería,5.35,1.31,100,5.2,1.85,100
traficar,2.3,1.22,100,7.45,1.39,100
tráfico,3.2,1.15,100,6.85,1.76,100
tragar,5.05,1.15,100,4.9,1.37,100
tragedia,1.85,1.1,100,7.9,1.17,100
trágico,1.5,0.83,100,7.2,1.79,100
trago,5.5,1.05,100,4.95,1.28,100
traición,2.05,1.1,100,7.5,1,100
traiciona,1.95,1.19,100,7.35,0.99,100
traicionar,2,1.3,100,7.18,1.57,100
traicionaré,2.1,0.72,100,7.15,1.04,100
traicionaría,1.9,1.17,100,6.65,1.14,100
traiciono,2.6,1.57,100,7.2,1.47,100
traidor,2.25,1.24,100,7.15,1.76,100
traigo,5.95,1.39,100,4.8,0.77,100
tráiler,6.8,1.51,100,6.05,1.23,100
traje,5.55,0.69,100,4.65,1.23,100
trama,4.95,1.73,100,5.85,1.27,100
tramitación,4.7,0.86,100,5.7,1.38,100
tramitar,5,1.69,100,5.6,1.79,100
trámite,4.55,1.05,100,5.9,1.62,100
tramo,4.9,1.02,100,4.4,1.5,100
tramontana,5.23,1.09,65,5.38,1.82,80
trampa,2.55,1.15,100,7.1,1.25,100
trampolín,6.23,1.39,97.5,6.28,1.69,100
trance,3.9,1.12,100,4.65,1.46,100
tranquilidad,7.8,1.01,100,1.75,1.02,100
tranquilizar,6.95,1.32,100,3,2.27,100
tranquilo,7.15,1.31,100,1.7,1.03,100
transacción,5.6,1.35,100,4.74,1.52,95
transatlántica,5.61,1.65,90,5.2,1.88,100
transatlántico,6.2,1.77,100,5.2,1.94,100
transbordador,5.15,0.99,100,5.4,1.5,100
transcendental,6,1.37,90,5.45,1.54,100
transcribir,4.7,0.86,100,4.7,1.63,100
transcripción,5.35,0.93,100,5.35,1.04,100
transcurrir,5.26,0.93,95,4.55,1.5,100
transcurso,5.3,1.03,100,4.7,1.38,100
transeuropeas,5,0.63,80,5,0.92,100
transferencia,5.35,1.42,100,5.9,1.45,100
transferir,5,0.79,100,5.65,0.81,100
transformación,5.85,0.93,100,5.8,0.89,100
transformador,5.45,1.43,100,5.15,1.79,100
transformar,6.1,1.37,100,5.35,1.53,100
transgresión,4.06,1.35,90,6.17,1.04,90
transición,5.35,1.6,100,5.9,1.59,100
transistor,5.33,0.97,90,4.53,1.43,95
transitar,6.2,1.47,100,4.75,1.37,100
tránsito,5.25,1.55,100,6.2,1.28,100
transitorio,5.3,1.49,100,5.2,0.77,100
transmisión,5,1.62,100,5.95,1.19,100
transmisor,5.15,0.81,100,5.3,1.08,100
transmitir,6.1,1.33,100,5.65,1.09,100
transmutación,4.05,1.32,100,5.94,1.14,85
transnacional,5.17,0.71,90,5.11,0.88,95
transparencia,6.95,1.47,100,3.85,1.76,100
transportar,5.2,0.89,100,5.45,0.89,100
transporte,6.2,1.36,100,5.55,1.05,100
transportista,5,0.79,100,5.15,1.76,100
transposición,5,0.86,100,4.89,1.53,90
transversal,5.05,1,100,4.65,1.6,100
tranvía,4.95,1.32,100,4.8,1.74,100
trapo,4.95,0.89,100,5.1,0.85,100
trapos,4.7,0.57,100,4.55,1.23,100
trascendencia,6.11,1.37,95,5.47,1.87,95
trascendental,6.15,1.73,100,5.6,1.57,100
trascendente,6.25,1.29,100,5.9,1.21,100
trascender,5.85,0.93,100,4.9,1.55,100
trasero,5.45,1.15,100,6.25,1.59,100
trasfondo,4.9,1.33,100,5.6,1.54,100
traslación,5.16,0.6,95,4.84,1.98,95
trasladar,5.25,1.86,100,5.35,1.31,100
traslado,4.25,0.97,100,5.85,1.39,100
traspasar,5.45,1.67,100,5.65,1.18,100
traspaso,5.05,0.69,100,5.4,1.85,100
trasplante,4.2,2.8,100,6.55,2.16,100
traste,4.88,1.02,80,4.81,1.83,80
trastienda,5.35,1.18,100,4.74,1.19,95
trastorno,3.35,1.39,100,7.35,1.46,100
trasvase,5.2,0.89,100,4.45,1.79,100
tratado,5.55,1.23,100,4.6,1.5,100
tratamiento,4.6,1.79,100,5.45,1.82,100
tratar,6.35,0.99,100,5.3,1.49,100
trato,5.9,1.21,100,4.9,1.41,100
trauma,1.98,1.1,100,7.63,1.17,100
traumática,2.4,1.19,100,7.5,1.1,100
traumatismo,2.5,1.43,100,6.4,1.54,100
través,5.1,0.31,100,4.94,0.42,90
travesera,5.3,1.08,100,4.44,1.29,90
travesía,5.9,1.48,100,5.38,1.71,100
travesura,6.33,1.98,100,6.75,1.33,100
travieso,5.65,1.31,100,6.85,1.39,100
trayecto,5.7,1.45,100,5.25,1.59,100
trayectoria,6.1,1.45,100,5.1,1.48,100
traza,5.4,0.82,100,4.7,1.13,100
trazado,5.5,1,100,4.5,1.32,100
trazar,5.85,1.23,100,4.8,1.24,100
trazo,5.5,1.28,100,4.6,1.43,100
trébol,6.7,1.26,100,4.5,1.96,100
trecho,5,0.56,100,5.6,0.75,100
tregua,6.4,1.47,100,3.6,1.98,100
treinta,5.4,1.19,100,4.95,1.43,100
treintena,4.85,0.67,100,5.35,1.39,100
trekking*,5.71,1.11,35,6.89,2.57,45
tremendo,5.75,1.68,100,6.65,1.27,100
trémula*,4.63,0.52,40,5,0.71,45
tren,6,1.17,100,5.15,1.9,100
trenecito,6.1,1.02,100,4.45,1.88,100
trenza,6.1,1.25,100,4.26,1.66,95
trenzado,6.2,1.24,100,4.9,1.17,100
trepa,3.8,1.88,100,6.53,1.31,95
trepar,5.95,0.94,100,5.45,1.67,100
tresillo,5.06,0.43,85,4.5,1.37,80
triangular,5.6,1.23,100,4.6,1.73,100
triángulo,5.15,0.99,100,5.2,0.95,100
tribal,5,0.84,90,5.39,0.98,90
tribu,5.25,1.37,100,5.25,1.12,100
tribuna,4.65,1.46,100,5.9,1.25,100
tribunal,3.55,1,100,5.55,1.5,100
tribuno,5.07,0.8,75,4.92,0.49,65
tributación,3.9,1.55,100,5.2,1.28,100
tributaria,3.8,1.36,100,5.4,1.43,100
tributo,5.75,1.74,100,5.25,1.25,100
triciclo,6.3,1.22,100,4.05,1.36,100
tricolor,6.35,1.79,100,5.9,1.17,100
tridimensional,6,1.08,100,5.4,1.5,100
trienio,5.11,1.2,95,4.44,1.55,80
trigal,5.89,0.94,95,3.83,1.54,90
trigésimo,4.9,0.45,100,4.85,1.14,100
trigo,5.5,1.1,100,4,1.56,100
trilogía,6.2,1.36,100,5.8,1.32,100
trimestral,4.7,1.03,100,5.35,1.31,100
trimestre,4.45,0.94,100,5.05,1.76,100
trina,5.44,1.82,80,5.5,1.34,90
trinas*,4.14,1.21,35,6.17,1.47,60
trincha,4.57,1.22,70,5.53,1.88,75
trinchador,4.06,1.39,90,5.94,1.21,90
trinchante,4.75,1.39,80,5.69,1.18,65
trinchera,3.3,1.92,100,7.26,1.1,95
trineo,6.05,1.15,100,5.35,1.95,100
trinidad,4.85,1.39,100,5.15,1.04,100
trío,5.5,1.5,100,6.2,1.51,100
tripa,4.5,1.32,100,5.25,1.29,100
tripartito,4.06,1.57,80,5.19,1.05,80
tríptico,5.25,1.29,60,4.87,1.68,75
triptongo,5.06,0.73,90,5.22,1.11,90
tripulación,5.25,1.02,100,5.15,0.75,100
triste,2.1,1.17,100,5.5,2.33,100
tristeza,1.8,1.51,100,4.45,2.37,100
